review,label,domain
"mình mua 3đôi kêu lấy 3màu khác nhau , mà giao hàng chỉ đúng 1mau một",1,2
đẹp giống hình tốt,0,2
phần đọc từ vựng quá nhanh .mà nếu phải ấn tạm ngừng liên tục thì phiền quá .,1,0
không lựa chọn được hướng đi trước,1,0
"hơi bị ok, ai cũng khen đẹp ❤",0,2
"mình đã mua hàng lazmaL rất nhiều lần, nhưng lần này sao đóng gói rất sơ xài không có túi khí bao bọc lại, hộp hơi móp méo, trầy trụa rất xấu xí. không biết lỗi đóng gói bên nào. cập nhật thêm: hôm nay sau một nhay nhan hang thi toi tra bảo hành các máy thì đã bị kích hoạt trôi hơn 3 tháng. mong lzd liên hệ lại cho tôi một lời giải thích thoả đáng.",1,3
"da mình hỗn hợp dầu, vẫn cần xài phim thấm dầu sau 1-2 tiếng, nhưng kem chống nắng này kiềm dầu nhiều nhất trong các loại mình xài trước giờ, nên sẽ tiếp tục xài. chất kem lỏng, không mùi cồn, không lên tông da, nhìn tự nhiên, hơi mịn hơn môịt tí.",0,1
 cửa hàng  giao hàng nhanh đặt hàng trưa hôm trước hôm sau nhạn  được  luôn. máy mới nguyên seal . chưa kich hoat bảo hành luôn . 10d,0,3
"khá ok, nhưng mong nhà sản xuất giảm cấu hình trò chơi vì các máy có cấu hình thấp dễ chs hơn, có thể nhìn thấy nhân vật của mình",1,0
giao hàng đúng mẫu đã chọn.,0,2
đồ đẹp giao hàng nhanh -  cửa hàng  giao đúng mẫu yêu cầu rất hài lòng,0,2
kích hoạt bảo hành nha  cửa hàng ,0,3
không giống hình. mùi khó chịu,1,1
"tôi không muốn thấy người khác bình luận của ai đó mà cứ thông báo trên facebook t, như vậy là rất phiền phức admin hiểu chứ. mặc dù tôi không  được  gắn vào, hay cM vào, nhưng nó cứ suốt ngày hiện: bạn anh đã bl bài viết của bạn b, hay bạn anh đã q.tâm sự kiện b. thấy não nề rồi đấy.",1,0
"đuong may xâu ,bi nhan , cỡ  nho hon  cỡ  cua  cửa hàng  ,ao bi chât rất voi  cỡ  cua  cửa hàng  ,moi nguoi nên lây lồn hon một cỡ ",1,2
"mình nghĩ hàng khuyến mãi chắc chai nhỏ thôi, khônh ngờ lại là chai to. với giá như vậy thật sự quá rẻ. đối với da mình thì đây là sản phẩm xài thích hợp, ít bị nổi mụn lain, giảm mụn rõ rệt. thấy khuyến mãi giá rẻ nên mua ngay, rất ưng ý sản phẩm",0,1
sau trải nghiệm alpha test thì cảm thấy cực tuyệt. được đăng đến vip 12. mình đã quay video lại làm kỷ niệm và đăng lên youtube zacker gamer anh ^^,0,0
"đầm voan đẹp , như mẫu",0,2
game kém chơi càng về lâu chỉ biết hút máu không có gì mới khuyên anh em đừng chơi,1,0
được mặc ngủ được,0,2
áo đẹp rất với giá tiền quá là được cho  cửa hàng   5star ,0,2
khá ổn nhưng có bảng 4g thì hay hơn  cửa hàng  ơi😍,0,3
"không thể đăng nhập, cũng không thể đăng ký. không thấy gửi mã đăng nhập đến số điện thoại. thật tệ. đã không còn chế độ đăng nhập bằng tài khoản gmail đã đăng ký",1,0
"bực thật cứ bị thông báo là hạn chế nội dung để bảo vệ cộng đồng, gửi phản hồi rất nhiều lần nhưng không khắc phục được. bữa trước từng bị nhưng trong thời gian ngắn, bây giờ thì hai, ba ngày rồi không thấy phản hồi gì cả",1,0
"game có các thành phần adm trong game chuyên kích nạp, buF bẩn và gây chiến giữa các nước. đề nghị xem lại đội ngũ điều hành trong game. ( mỗi sinh viên đều có những thường adm kích nạp) sv92 là sinh viên adm buF bẩn quá lộ, 2 đạo quân đánh bay cái thành lớn. 20k win 40k lc",1,0
"zing mp3 bây giờ rất tệ.... không chỉ một mà rất nhiều bài hát hay tìm không thấy. bật phát ngẫu nhiên thì được mấy bài đầu, mấy bài sau thì toàn vớ vẩn, chẳng ra cái gì, không liên quan gì đến nhau, ít nhất cũng phải cùng ca sĩ chứ. đang nghe nhạc việt đâu ra bài tiếng hoa, rồi tiếng anh... sử dụng... bài đánh giá đầy đủ",1,0
giảm mụn hẳn ra  sản phẩm  tốt,0,1
 sản phẩm  được lắm ạ,0,1
"cập nhật mới đây có điểm tôi không thích ạ. về phần nhắn tin thì ổn ạ nhưng còn phần gửi ảnh thì không thích cho lắm, vì ảnh trong điện thoại tôi khá là nhiều nên kiếm ảnh rất mệt nếu để giống lúc trước có thể vào album ảnh của mình để kiếm thì tôi nghĩ là tiện hơn bây giờ ạ. mong aD có thể sửa lại... bài đánh giá đầy đủ",1,0
giao hành nhanh sữa rửa mặt dùng rất mịn da và sạch,0,1
giao đúng hàng nhưng chất không giống trong hình,1,2
hàng chính hãng. đóng gỏi rất cẩn thận. mua giá sale 449k còn  được  tặng kèm túi cói nữa. bưu tá giao hàng dễ thương kem chống nắng chưa dùng nên chưa nhận xét  được . nhưng nghe bình luận bảo tốt. sẽ ủng hộ dài dài,0,1
sao game cập nhật xong bị lỗi hình ảnh và lượt chiến hình ảnh nhân vật thì màu tím lượt chiến thì hiện màu trắng mong admin khắc phục,1,0
được lắm nhưng mà hơi rộng 👍👍,1,2
sản phẩm rất tốt ạ,0,2
ủa mới mở ra mà đã mất cái tem bạc. những lần trước mình mua sữa rửa mặt này đều có tem bạc. chỉ có shiPer còn được,1,1
giao nhanh và đây là lần 2 mình mua 😋,0,1
hàng giao kèm thiếu đề nghị giao lại nếu không thể tặng kèm thì khi bán làm ơn đừng khi có phần quà tặng kèm thất vọng vô cùng,1,1
"game rất hay , nhưng tôi chơi đến ngày thứ 3 thì không vào được game nữa , không hiểu sao cứ vào game thì lại bị exit game . trong game, kiếm xu thì khó ( mỗi lần được nhiều lắm 80 xu. mà đã tiêu thì một lần hết 900xu ) dùng xu thì như nước chảy xuống vách.",1,0
"chưa xài thử nên không biết công dụng nhưng mà ấn tượng đầu tiên là sản phẩm được bỏ vào hộp chắc chắn không như những  cửa hàng  khác nhìn siU xịn, giao hàng lâu chắc tại dịch còn lại được hết luôn, ai muốn thử nên mua",1,1
tại sao có hình ảnh kèm sữa rửa mặt và nước tẩy trang 0đ nhưng nhận hàng chỉ có sữa rửa mặt vậy? mình mua 2 tuýp mà không nhận  được  lọ tẩy trang 70ml nào,1,1
dùng mã giảm giá nên chỉ còn 145.000.,0,1
"giao không đúng mẫu,lần này mua quá thất vọng .",1,2
đưa ra dịch vụ giúp việc lỗi. lúc đặt thì báo lỗi   yêu cầu không thực hiện được  và trong lịch sử đơn hàng cũng không có. làm tôi tưởng không đặt được và đã đi công chuyện nhưng hôm tối nhân viên giúp việc gọi đến để xác nhận lại và tìm nút huỷ nhưng không có vì không có trong lịch sử đơn hàng. aP... bài đánh giá đầy đủ,1,0
"kem nền có độ che phủ tốt, màu 115 hoàn toàn tiệp với màu da của mình. riêng ưu điểm mịn, kiềm dầu của sản phẩm đã chinh phục được mình. yêu it. về đóng gói, thật sự xuất sắc, mở hộp mình rất bất ngờ vì được chèn các túi khí chống va đập, sản phẩm không hề bị trầy xước hay hỏng hóc. 👍",0,1
đồ rất đẹp đường vải được đúng theo giá tiền. lazada hỗ trợ giao hàng cũng nhah lun.  cám ơn   cửa hàng ,0,2
sao không co quà tang kem vậy  cửa hàng ,1,1
nói chung tốt mí rửa da mặt mền mịn,0,1
quần khá đẹp 😂,0,2
tai ve choi. dang nhap hoai không  được . xoa tai lai may lan cung vao không  được . doi gan một giờ cungx vao không  được  la s. cu học sinh vui long cho. cho  gì  ma lau the. nan chet  được ,1,0
hàng  được  nhưng dải hơi mỏng nhưng được lắm đẹp như hình... nhưng mà mình thất vọng về shiper của lazada quá kêu giao tận nhà mà không khi nào,1,2
tôi thấy trò chơi này rất hay đã thế còn có thể oFline nữa tôi rất thích 👍👍tui đánh giá  5star  luôn 😊😊,0,0
dù đúng như ảnh,0,2
do rất la đẹp,0,2
hàng đẹp. nhưng không biết đã kích hoạt bảo hanh chưa,0,3
"mới dùng vài giờ và thấy khá được (sẽ đóng góp thêm sau khi sử dụng lâu hơn). aP rất hữu ích để ôn luyện tiếng nhật, và cả tiếng anh :v chúc đội creators sẽ phát triển nó rực rỡ hơn nữa",0,0
sản phẩm tốt. vãi đẹp. gOd,0,2
màu nhạt hơn hình mẫu,1,2
"sao tôi đăng nhập lại vào tài khoản khác không  được  vậy thoát ra đăng nhập lại nó cũng chỉ cho đúng một tài khoản đã dùng là sao, dù tôi có đăng nhập đúng mật khẩu hay số điện thoại đi nữa nó cũng báo là sai tôi thắc mắc nó là người tạo mật khẩu cho tôi nó biết mật khẩu của tôi là gì?còn khi tôi gỡ cài đặt... bài đánh giá đầy đủ",1,0
"giao đúng mẫu, chất lượng thì chưa rõ",0,1
"da giao bo sung don hang. giao thiếu hàng. đặt 2 giao 1. gọi điện thoại lại đẩy qua  chất  với  cửa hàng .  chất  với  cửa hàng  trên lazada thì phản hồi chậm, xử lý kém, không xử lý xong được suốt một tuần.",1,2
"pubg chơi rất đã và tốt nhưng có một số lỗi cần cải thiện là hay bị văng,lag và cái cuối là cần giảm dung lượng lại vì có những người chơi muốn trải nghiệm một trò chơi hay nhưng lại dung lượng cao không tải về  được  thì đó là một lỗi lớn của nsx và một sự tiếc nuối không nhỏ của người chơi ! cảm ơn nhà sản xuất đ... bài đánh giá đầy đủ",1,0
"xin nhà sản xuất mở khoá mấy cái vip ở trung quốc cấp và cao cấp tại con còn nhỏ nên tải về để học không có tiền mua xin cảm ơn nhà sản xuất .con không hiểu tiếng anh nên nhà sản xuất viết tiếng việt giúp con ạ ,con cảm ơn",1,0
vải gì mà như vải mục. lấy tay rị ra xí là rách như giẻ chùi nhà.  cửa hàng  đẩy giá lên rồi giảm giá mà chất liệu như vậy là không chấp nhận được .tôi mua 2 bộ rồi vứt luôn chứ mang gì được,1,2
áo nhỏ rất với kích thước,1,2
"tôi đánh giá  1star   ! game rất tệ khi tôi vừa tải về chơi thì tôi vô game , game load tới 50% rồi mà lại bị văn game và tôi vô lại một lần nữa thì nó cũng bị vậy !! tôi mong nhà phát hành sửa lỗi này.",1,0
"hộp có hơi móp tí nhưng không sao, máy dùng tốt là ok. nhờ  cửa hàng  kích hoạt bảo hành giúp mình nhé",1,3
giao hàng nhanh chất lượng  5star  giá tiền phù hợp,0,2
"cầu mong , nhà sản xuất mở khoá mấy cái vip đi cho con ạ . con còn nhỏ nên không mua nó được đậu ,",1,0
đồ đẹp lắm  cửa hàng  ạ,0,2
"tôi đã chơi game này 3 tháng rồi và giờ các phiên bản gần đây tôi không thể chơi game quá một phút bởi vì vào game chưa làm được gì đã đứng màn hình và game ngừng hoạt động, tôi đã yêu cầu trợ giúp arena từ facebOk và họ nói phiên bản mới này sẽ khắc phục được, nhưng mà khi cập nhật xong tôi chỉ thấy... bài đánh giá đầy đủ",1,0
"có sạc, ốp nhưng không có tai nghe.",1,3
game lag quá đứng hình liên tục hỗ trợ thì chậm. chơi nóng máy tốn pin nữa S a8+ mà vẫn không chịu nổi,1,0
vải thô và xấu,1,2
"không còn sợ mua không đúng chính hãng nữa rùi, về chất lượng thì khỏi bàn nhé, xài rất hiệu  quả , giảm thâm cực tốt, thấm nhanh dù hơi châm chít nhưng xài vài ngày là quen",1,1
"nhiều tài xế khi đặt, cố tình ở một chỗ không chịu chạy. ứng dụng không định vị được địa chỉ, tài xế chạy đến nơi, tự động huỷ cuốc để nhận cuốc khác, mặc dù đã gọi điện cho tài xế chỉ đường. giá cứ cách nhau 2-3 phút cùng một địa điểm lại tăng lên. dịch vụ vậy, phục vụ vậy thì quá tệ.",1,0
"giao hàng rất tệ, chọn giao hàng hoả tốc nhận trong ngày, cam kết nhận trong ngày 2411, mãi đến 2611 mới nhận  được  hàng, bên lazada còn báo tình trạng vận chuyển là khách báo delay nhận hàng trong khi đó mình chẳng nhận được cuộc gọi nào từ shiPer.",1,1
"kem nền có mùi cồn nhiều mà còn nồng nặc nữa, tets thử lên tay thì kem dạng lỏng và tets bị lộ vân kem và khô. nắp thì hờ hừng không khít nói chung là rất luồn không biết có phải hàng chính hãng k. thực sự là rất buồn 😥😥😢😢😢",1,1
"nguyên seal, máy đẹp nhờ kích hoạt bảo trì giúp  cám ơn .",0,3
quá đẹp . ủng hộ  cửa hàng  lâu dài,0,2
liên quân phiên bản 3.0 thật sự quá tệ. tôi chơi liên quân từ khi mới ra nhưng phiên bản hiện tại làm tôi rất thất vọng . bản đồ giao diện thật sự nhìn rất tệ . thật sự tôi phải xoá game bởi vì nó rất tệ khôg phải riêng tôi mà là tất cả mọi người đều quen với bản đồ cũ. mong lần cập nhật tiếp theo sẽ... bài đánh giá đầy đủ,1,0
"nhạc tự tắt trong lúc đang phát. cứ báo lỗi là do điện thoại để chế độ tiết kiệm pin nhưng trong khi đó không hề mở chế độ này. nghe được một vài bài lại tắt ngang rất bực mình. và thêm việc không thể điều khiển tạm dừng nhạc bên ngoài màn hình khi điện thoại ở chế độ khoá, bấm mãi không được, bản cũ ... bài đánh giá đầy đủ",1,0
"lần đầu tiên mua hàng không được đồng kiểm, thấy lo! may mắn là hàng đúng, đủ, được đóng gói cẩn thận không bị vấn đề gì. tuy nhiên son không giống màu cam đất mà là màu đỏ bầm đánh lên trông già đi gần chục tuổi, mình không thích chút nào.",1,1
"giao hàng nhanh,  hạn sử dụng  còn xa",0,1
 cửa hàng  được minh mac  không vua dou tra  cửa hàng  rat nhiet tinh nhanh chong minh se dat lai  cỡ  lồn hon,0,2
lúc trước sử dụng aP rất được nhưng dạo này mình thấy aP rất lag. mỗi lần vô lại phải chờ rất lâu. định vị thì hay bị sai. nhất là mấy hôm nay lỗi liên tục. mình có việc muốn đặt xe đi mà cứ báo lỗi hoài không đặt được. cứ báo thông tin đặt xe của chuyến đi cũ và không cho đặt chuyến mới. thoát ra vô lại vẫn không đượ... bài đánh giá đầy đủ,1,0
"với các chức năng cơ bản của một ứng dụng gửi tin nhắn, thậm chí còn thiếu vài chức năng, nó chạy chậm gấp đôi gấp 3 lần và còn chứa  quả người cáo một cách rất ngớ ngẩn. điều duy nhất cứu nó là nó kết nối với facebOk. nhưng chẳng có gì đảm bảo nếu cứ mãi ì ạch và vớ vẩn như thế này.",1,0
"cho  5star ,hàng giống hình",0,2
hãy tải về để cùng chung tay bảo vệ cộng đồng cũng như bản thân mình trước đại dịch covid 19 này nhé mọi người. việt nam cố lên 🇻🇳❤,0,0
hàng đẹp đúng mẫu ạ,0,2
 quá ze về dưới gOgle chỉ còn tốt thôi + kho dữ liệu khổng lồ của gOgle và gOgle map và người dùng cung cấp thì nói ứng dụng  quá ze không tốt là chưa khai thác hết ứng dụng này .,1,0
áo thì đẹp nhưng quần thì mỏng mua nên đặt rộng hơn một  cỡ !! tạm ổn với giá tiền,1,2
"bảo mật tài khoản chỉ để cho vui, tại sao báo có đăng nhập từ nơi khác nhưng vẫn bị xâm nhập vào tài khoản khi tôi vẫn chưa xác minh và vô bị hiệu hoá tài khoản. tài khoản hiện tại của tôi đang dùng thì bị vô hiệu hoá không thể tiếp tục dùng được nữa. mong phía bên facebOk xem xét lại tình trạng nà... bài đánh giá đầy đủ",1,0
đẹp ạ sẽ ủng hộ  cửa hàng ,0,2
hiệu  quả  không cao mụn vẫn sưng viêm như vậy,1,1
" cửa hàng  giao hàng rất nhanh,mình đặt sáng 24 mà đầu giờ chiều 26 đã nhận được hàng dù mình ở tận tam kỳ ,hàng đúng mẫu mã, đóng gói cẩn thận còn chất lượng và độ bền thì thời gian dùng rồi mới biết. cảm ơn  cửa hàng  ,cho  cửa hàng   5star ",0,3
"một phần mềm có những tính năng tuyệt vời luôn cập nhật những bài hát hay và có một bảng xếp hạng nhạc riêng, phần mềm có những khuyết điểm như là phải tải gói vip mới có thể tải được những bài hát nước ngoài như sut tốt  hay girl thích you, nhưng vẫn có thể tải những bài hát việt, khuyết điểm này khôn... bài đánh giá đầy đủ",1,0
"chất kem mỏng nhẹ, hơi xuống tông sau vài tiếng, tuy nhiên với nhu cầu dùng của mình thì hợp lý, da đều màu hơn mà không bị bí",1,1
"chất lượng tốt,  cửa hàng  phục vụ nhiệt tình",0,2
không phải vải voan chất vải thô xấu,1,2
"game cứ lặp đi lặp lại theo vòng tuần hoàn, cứ ra event qài, event là nạp nạp nạp, chán, đứng top mà thấy chán, vui lúc đầu nhưng càng chơi càng chán vì chả còn gì mới lạ để chơi . quá tệ",1,0
tiện lợi. tuy mình không phải từ vùng dịch nhưng vì cộng đồng nên phải tô.tuân thủ theo yêu câu.,0,0
"hàng giao về đóng gói vô cùng cẩn thận . đẹp lắm , sữa rửa mặt có mùi không quá khó chịu , tạo bọt , g yêu p da sáng hơn , tuyệt vời lắm",0,1
sài  gì  nỗi mụn thêm,1,1
dùng 1tháng thấy hiệu  quả  rõ rệt giảm mụn tốt nhiều bọt dùng rất thích,0,1
đề là tặng quà cho đơn 199k nhưng mua hết 300k mà không thấy quà tặng đâu cả  nagative . thấy có quà tặng kèm nên mình mới mua,1,1
vãi ok.  cỡ  lồn nhung hơi ôm,1,2
sử dụng rất tốt! gói hàng cẩn thận.,0,1
tôi đăng nhập tài khoảng nhưng ứng dụng lại cần xác minh tài khoản và gửi mã qua số điện thoại của tôi. nhưng chờ mãi vẫn không thấy tin nhắn gửi mã kích hoạt. tôi không đăng nhập được nữa.,1,0
" sản phẩm  hài lòng, nhưng màu xanh đen lên hình đẹp . sản phẩm  đậm quá,còn dây kéo không kéo được đang sửa",1,2
lúc trước mình co mua một cái mắt kín thực tế ảo sau đo mình thấy không ưng ý nên trả và có người lại lấy hàng về và đưa mình trộn giấy nói là sẽ có người đến trả tiền và hãy đưa giấy đó cho họ và cái kết mình chờ 8 tháng nay vẫn chưa có ai đến mong admin xem xét lại,1,0
ok.nhung không thích phần  quả người cáo ở bên dưới nó làm khuất đi tầm nhìn,1,0
tôi không hài lòng công cực khổ cầy mấy ngày trời tự nhiên bắt đăng nhập xong xoá luôn cái công sức đó,1,0
. hàng đẹp i chang hình,0,2
"game rất nát, bug, cheat, nạp lậu ầm ầm, thiệt hại người chơi chân chính, nph không xử lý nhưng đăng fanpage đã xử lý này nọ, thiếu tôn trọng người chơi, toàn lừa đảo... khuyên mọi người không nên tải...",1,0
"form áo hơi rộng, chất liệu rất với giá được",1,2
"vải mềm, hàng đẹp lắm nhé",0,2
"thun đẹp, giá rẻ",0,2
săn  được  giá quá được cho chiếc điện thoại đẹp. mong lazada kích hoạt bảo hành điện tử giúp mình. sử dụng  được  vài hôm rồi vẫn chưa thấy bảo hành điện tử.,1,3
đầm mặc rất đẹp vai tốt giá cả hợp lý,0,2
tôi không biết tiếng anh.nen có tiếng việt tốt hơn,1,0
đặt màu xanh giao màu nâu. đặt  cỡ  35 giao  cỡ  40. hàng thì cả tuần mới giao. hết hàng thì nói làm ăn kì cục.,1,2
" cửa hàng  làm ăn kì cục, đặt 2bo dài mà giao bộ ngắn bộ dài, vải xấu quắc, né  cửa hàng  này ra mn,đồ như đồ 35k",1,2
"giao hàng nhanh, đóng",0,1
thích  5star ,0,0
"ứng dụng bị lỗi khi tạo tài khoản, khi nhập mã xác nhận thì ứng dụng báo lỗi, đã thử nhiều lần nhưng không được, kèm theo đó luôn liên tục báo rằng người sử dụng vi phạm điều khoản trong khi đó mới tạo tài khoản mới mong admin xem lại",1,0
"đặt  cỡ  37 giao 38, nhưng đẹp mang êm chân",1,2
thêm tiếng việt nếu cho màn hình ngang thì game quá tuyệt vời,1,0
cho em xin doi mau  được   không  cửa hàng ,0,2
sản phẩm siêu hịn,0,1
game ngày càng yêu cầu nhiều sao hơn nên mất nhiều thời gian và công sức. với lại có khi đang chơi thì bị out ra ngoài rồi hệ thống tự cho là mình thua nên huỷ hết phần thưởng của mình 😫😫😫😫 ngoài ra mọi việc đều ok...khu vườn tạm đẹp,1,0
hàng ok. shiper nhiệt tình. cám ơn  cửa hàng ,0,1
tôi thấy phần đọc câu đối với các bé 5 đến 7 tuổi câu quá dài cho bé khi nghe để đọc lại. tôi muốn bạn có thể cập nhập phần mềm một phiên bản mới. chỉnh sửa phần đọc câu khi bé nhấn đọc lại 5 lần thì hiển thị câu thoại ra để bé có thêm xem lại câu và bé có thể chỉnh sửa cách đọc đúng.,1,0
hàng đẹp lắm . rất được,0,2
vãi mỏng,1,2
"giao hàng nhanh hàng đúng mẫu,có điều hơi chảy ,nóng chắc do giao giữa trưa(mà sao nhìn ảnh thấy có quà tặng kèm giờ nhận hàng rồi không thấy)",1,1
điện thoại tốt dùng được giá lại sale hợp lý,0,3
tốt với giá 42k,0,2
"đề nghị lazada chấm dứt ngay tình trạng để các gian hàng bán công khai, tuỳ tiện các sản phẩm đồ chơi lắp ráp súng đạn như thật vì nó cực kỳ nguy hiểm.và kích thích bạo lực nhất là đối với con em chúng ta.các sản phẩm liên quan đến tình dục xét về góc độ nào đó có thể chấp nhận được nhưng không phải... bài đánh giá đầy đủ",1,0
sản phẩm rất tốt shiPer thân thiện nữa👍👍,0,1
mình chơi tới vòng cuối rồi mà khi kết nối với facebOk thì lại bị đi lại mấy chục vòng trước,1,0
"xuất sắc , nhẹ môi , hợp với da ngâm đen",0,1
dam  đẹp  gia re,0,2
"game rất hay, đồ hoạ đẹp dễ thương, cốt truyện hấp dẫn, mỗi nhân vật đều được khắc hoạ tính cách độc lập nhưng điểm trừ là khi thi đấu thì phần chấm điểm chỉ dựa theo đồ hiếm vì thế làm hạn chế khả năng sáng tạo của người chơi và game hơi hút máu.",1,0
"tôi đang chơi bình thường không gian lận mà game này nói tôi chơi gian lận và cấm tài khoản, thật là một sự sỉ nhục mà. nếu hệ thống các vị có vấn đề thì hãy chỉnh lại thật là khốn nạn mà. tôi tốn biết bao nhiêu thồi gian mà bay giờ nhận lại  được  những thông báo khốn nạn như vậy, không có lời nào diễn tả ... bài đánh giá đầy đủ",1,0
"game rất hay! skiL chiến binh pha trộn giữa mg và  được  của game mu mình rất thích. màn hình dọc. biết cứ trang bị, chỉ số mạnh hơn là win 😄",0,0
phần game play cần cải thiện rất nhiều để tốt hơn.: 1. biết các bạn là game dạng nạp vip tuy nhiên cần cân bằng một chút. việc đẩy cao thời gian nâng cấp các công trình phải có một lộ trình hợp lý theo cấp. như vậy người chơi có thể linh động trong lối chơi. các bạn có thể làm tốt hơn vì nó là game chiế... bài đánh giá đầy đủ,1,0
"nhưng sao lắc quá admin ơi ,game de thương  dễ thương  , chơi bên kiếm hiệp quen rồi bây giờ chuyển sang game này nữ tính quá ,",1,0
y hình. chủ  cửa hàng  dễ thương. giá thì quá rẻ nữa 😁 sẽ ủng hộ  cửa hàng  dài dài ❤,0,2
"mình theo game này khá lâu rồi. cũng chơi đến hơn 1000 cửa rồi mà nhiều lúc nản ghê. tiền qua màn quá ít lại còn khó qua, sao cũng ít luôn  nagative . nhiều lúc muốn tìm phần mềm hack game ghê gớm á. mong nhà phát triển game cho dễ qua màn với ạ chứ đồ hoạ đẹp mà tiền đô với vàng không có thì làm sao xây ... bài đánh giá đầy đủ",1,0
 sản phẩm  được đẹp không bị lôi có đều mới đem về đi ngoài đang bị một sticker lúc nào không hay😂,0,2
nó rất hay trải ngiệm rất tuyệt vời nhưng mỗi tội nếu xem  quả người cáo sẽ bị lác máy có khi bị tắt máy bất chợt khi xem phải vào lại và bị mất hết điểm nhưng tôi vẫn cho  5star  vì rất tuyệt vừa chơi vừa được nghe nhạc nhạc rất hay nhưng hãy cho thêm các bài của masmerlow và alan quá rker (những nghệ sĩ khá... bài đánh giá đầy đủ,1,0
hàng rất đẹp,0,2
"dù mỏng manh, dễ bị rách. với giá 85k không đáng giá tiền.",1,2
"sao theo hình là  được  nhận thêm sản phẩm frE 0đ, mà lúc nhận lại không có? cảm ơn.",1,1
cảm ơn  cửa hàng  nhiều sản phẩm rất đẹp và hợp túi tiền sẽ ủng hộ  cửa hàng  tiếp vào lần sau,0,2
hàng đẹp lắm nha  cửa hàng  😍,0,2
giao hàng đúng màu đúng  cỡ ,0,2
"cho mình hỏi sao trên zing mp3 không có bài hát  anh không her day  của punch, monday kiz và bài hát  lean on my shoulder  hanrom trong phim hotel del luna vậy? mong zing mp3 sớm khắc phục sớm và bổ sung thêm nhiều bài hát nữa. đôi lúc muốn nghe bài hát đó mà mở zing mp3 lên lại không có rất ức chế. mong... bài đánh giá đầy đủ",1,0
sao toàn báo lỗi định vị vậy ad?,1,0
"gamota làm ăn như đầu bùi, bảo trì thì cũng phải tính thời gian thu mỏ chứ, đại hội bang phái làm nhiệm vụ thu mỏ, thời gian thu có 1h50p, mà thu từ lúc 12h50p, tới 16h10p mà chưa thu được một nửa, tưởng 600 ngọc cho bảo trì là nhiều lắm sao, thu mỏ thì không xong, thời gian tính làm nhiệm vụ thì vẫ... bài đánh giá đầy đủ",1,0
"làm ăn cực kì chán. lúc nhận đơn thì lại đặt sai đơn. giờ thì mãi không thèm nhận đơn, không đợi  được  nữa thì huỷ đơn cũng không cho huỷ, rồi lúc sau lại báo đã nhận đơn, đến giờ thì lại huỷ đơn và không hoàn lại tiền. từ lúc đặt hàng đến giờ là gần 3 tiếng rồi. vừa mất tiền vừa mất thời gian. bình chọn   1star   thậm chí còn không ... bài đánh giá đầy đủ",1,0
chưa nhận hàng ... đã thông báo giao hàng thành công,1,3
"mua 3 cái  cửa hàng  gởi một cái không đúng  cỡ  không mặc vừa,  cửa hàng  làm ăn không uy tín sợ quá luôn.",1,2
ứng dụng rất hữu ích nó giúp tôi dù không xem tin tức trên tivi hay trên báo chí vẫn có thể biết được về tình hình của dịch covit 19 một,0,0
mua lần t2 vẫn được nha..đồ mặc ai cũng nói dễ thương luôn.. yêu  cửa hàng  ❤,0,2
điện thoại không còn seal không có dán màn hình và cho hỏi bảo hành sử dụng như thế này ạ,1,3
"tin tưởng phân phối chính hãng và mua hàng, mở hộp thì trên seal màn hình dính bụi, mặt sau 4 camera thì bị lệch hết 2 cam dưới. gia công tệ kinh khủng. có lẽ do mua đợt đèn flash sale nên vậy",1,3
tuyet voi . quá   đẹp ,0,2
"tôi khá yên tâm khi mua hàng tiki, tôi nghĩ tiki kiểm duyệt hàng kỹ. theo tôi các bạn duy trì và kiểm soát chất lượng, hàng đúng hình, đúng  quả nó bá để giữ uy tín này và duy trì khách hàng trung quốc thành cũng như thu hút khách hang mới. đối với những  sản phẩm  đăng không đúng chất lượng, mẫu mã,... thì cần có ... bài đánh giá đầy đủ",0,0
chất liệu xấu và chất lượng tệ cực kì,1,2
khôi phục lại tin nhắn cũ đã sao lưu thì bị mất hết những tin nhắn mới (mặc dù các tin nhắn mới này đều đã  được  sao lưu). và không cách nào lấy lại  được . rất không hài lòng. nếu khôi phục lại tin nhắn cũ để rồi mất hết những tin nhắn mới thì tính năng này thà không có còn hơn,1,0
nếu sau này giống như game ngày xưa thì mình đánh chơi còn bây giờ phải tổ chức thế này thế kia mình không chơi em ngày xưa vui hơn chỉnh nút là đánh,1,0
giao hàng nhanh nhưng chưa biết tác dụng như thế này,0,1
sản phẩm được,0,2
"giao hàng chậm, nhưng chất liệu thì được cho hop  5star ",1,2
quần đẹp ổn giá tiền phù hợp!,0,2
"cần có thêm một chức năng đó là tìm lại lịch sử đã xem tw, hoặc là những người mà mình đã theo dõi thì được hơn đấy. thêm nữa, có một số video bị lỗi phát lại và một số gif không có tiếng. nếu khắc phục tự động  5star  nhé. 😊😊😊",1,0
vải mỏng lắm,1,2
một stcker bị hỏng...  cỡ  không  được  chuẩn và mùi nhựa hơi nồng...,1,2
kem nó hơi hôi mùi khó chịu,1,1
hàng không check được mã vạch nên không biết  sản phẩm  có nguồn gốc từ đâu. chính hãng hay không chỉ có người bán mới biết. người tiêu dùng chịu. hết.,1,1
"kem nền 120 màu hợp da châu á, son cũng đẹp màu hơi bị sexy ^^, nói chung là rất hài lòng. đặt hàng bữa trước bữa sao có rồi.  cám ơn  lazada!",0,1
